name,terminology,code,term,code_type,RecordDate
stroke_TIA,SNOMED,195206000,Intermittent cerebral ischaemia,1,20210127
stroke_TIA,SNOMED,230716006,Anterior circulation transient ischaemic attack,1,20210127
stroke_TIA,SNOMED,266257000,TIA,1,20210127
stroke_TIA,SNOMED,15258001,Subclavian steal syndrome (disorder),1,20210127
stroke_TIA,SNOMED,195199008,Vertebrobasilar artery syndrome (disorder),1,20210127
stroke_TIA,SNOMED,195205001,Impending cerebral ischemia (disorder),1,20210127
stroke_TIA,SNOMED,34781003,Vertebral artery syndrome (disorder),1,20210127
stroke_TIA,SNOMED,64009001,Basilar artery syndrome (disorder),1,20210127
stroke_TIA,SNOMED,751371000000107,Personal history of transient ischaemic attack (situation),1,20210127
stroke_TIA,SNOMED,230717002,Vertebrobasilar territory transient ischemic attack (disorder),1,20210127
stroke_TIA,ICD10,G45.0,Vertebro-basilar artery syndrome,1,20210127
stroke_TIA,ICD10,G45.1,Carotid artery syndrome (hemispheric),1,20210127
stroke_TIA,ICD10,G45.2,Multiple and bilateral precerebral artery syndromes,1,20210127
stroke_TIA,ICD10,G45.3,Amaurosis fugax,1,20210127
stroke_TIA,ICD10,G45.4,Transient global amnesia,1,20210127
stroke_TIA,ICD10,G45.8,Other transient cerebral ischaemic attacks and related syndromes,1,20210127
stroke_TIA,ICD10,G45.9,"Transient cerebral ischaemic attack, unspecified",1,20210127
stroke_TIA,ICD10,G46.0,"Middle cerebral artery syndrome""""",1,20210127
stroke_TIA,ICD10,G46.1,"Anterior cerebral artery syndrome""""",1,20210127
stroke_TIA,ICD10,G46.2,"Posterior cerebral artery syndrome""""",1,20210127
stroke_TIA,ICD10,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",1,20210127
stroke_TIA,ICD10,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",1,20210127
